1	0.782	0.889	0.731	0.7	0.7	0.7	0.826	0.305	0.486
0.782	1	0.788	0.796	0.7	0.7	0.7	0.639	0.354	0.592
0.889	0.788	1	0.726	0.7	0.7	0.7	0.792	0.311	0.533
0.731	0.796	0.726	1	0.7	0.7	0.7	0.6358	0.374	0.575
0.7	0.7	0.7	0.7	1	0.7	0.7	0.7	0.7	0.7
0.7	0.7	0.7	0.7	0.7	1	0.7	0.7	0.7	0.7
0.7	0.7	0.7	0.7	0.7	0.7	1	0.7	0.7	0.7
0.826	0.639	0.792	0.638	0.7	0.7	0.7	1	0.7	0.425
0.305	0.354	0.311	0.374	0.7	0.7	0.7	0.242	1	0.421
0.486	0.592	0.533	0.575	0.7	0.7	0.7	0.425	0.421	1
